"303","【4月21日周六《新闻联播》要闻精选】今天《新闻联播》的主要内容有：1、习近平在全国网络安全和信息化工作会议上强调：敏锐抓住信息化发展历史机遇，自主创新推进网络强国建设。2、信息化驱动现代化，数字中国正启航。3、我国加速打造芯片竞争力。4、海军航母编队西太平洋海域演练。5、一季度罚没银行和保险业机构11.58亿元。6、国内首场天气保供预售交易完成。7、朝鲜宣布停止核导试验，朝鲜称将集中全部力量发展经济。8、俄称向叙提供防空系统已无道义阻碍。9、美国民主党起诉特朗普竞选团队。","['601099']"
"304","【4月21日新闻联播要闻精选】今日新闻联播或涉及资本市场的内容：1、习近平在全国网络安全和信息化工作会议上强调，敏锐抓住信息化发展历史机遇，自主创新推进网络强国建设。2、信息化驱动现代化，数字中国正启航。3、我国加速打造芯片竞争力。4、我国深海水下滑翔机首次下潜8213米。5、海军航母编队西太平洋海域演练。6、一季度罚没银行和保险业机构11.58亿元。7、5月1日起特定严重失信人将限乘火车。8、国内首场天然气保供预售交易完成。（证券时报）","['601099']"
"314","【7家企业获准在重庆开展自动驾驶“路测”】重庆市自动驾驶道路测试管理联席工作小组日前向长安、百度、一汽、东风、广汽、吉利、北汽福田7家企业的自动驾驶汽车颁发了重庆首批自动驾驶汽车“路测”牌照。（新华网）","['603888']"
"317","【ABS扩容迅速 标准化成行业趋势】随着资产证券化（ABS）市场逐渐扩大，风险管理相关问题越来越引起行业内关注，近日，宝德股份控股子公司-庆汇租赁的一只资产证券化产品发生利息违约，让市场情绪更趋谨慎。与此同时，监管层在逐步加强ABS风险管理，这将倒逼ABS产品提高底层资产质量，市场将迎来自我净化阶段。（中国证券报）","['300023']"
"328","【COMEX黄金期货现报1337.60美元/盎司】东方财富网21日讯，COMEX黄金期货现报1337.60美元/盎司，跌0.83%；COMEX白银期货现报17.11美元/盎司，跌0.72%","['300059']"
"336","【G20财长和央行行长会议讨论贸易争端对全球经济影响】二十国集团(G20)轮值主席国阿根廷财政部长尼古拉斯·杜约夫20日表示，刚刚结束的二十国集团财政部长和中央银行行长会议讨论了贸易争端对全球经济增长的影响，但未就具体的贸易措施展开讨论。（新华网）","['603888']"
"351","【LME期铝涨幅扩大至2.5%】东方财富网19日讯，LME期铝涨幅扩大至2.5%，触及2600美元/吨关口，刷新2011年8月以来新高。","['300059']"
"352","【LME期铝盘初涨幅扩大至1.2%】东方财富网19日讯，LME期铝盘初涨幅扩大至1.2%，报2567美元/吨，为2011年8月以来新高。","['300059']"
"360","【SST前锋：证监会并购重组委将于近日召开工作会议，对公司重大资产重组事项进行审核】注：SST前锋拟以评估值288.5亿元置换、收购北汽集团及北汽新能源股东持有的北汽新能源所有股权。","['600733']"
"361","【ST龙力控股股东部分质押股份触及平仓线】ST龙力公告，公司控股股东、实际控制人程少博所质押的部分公司股份已触及或将要触及平仓线，面临被强制平仓的风险。","['002604']"
"364","【“中兴事件”难阻中国高技术产业发展】美国商务部日前宣布，今后七年内，将禁止中兴通讯向美国企业购买敏感产品。这将对我国高技术产业发展带来一定影响，但并不像目前一些舆论讲的那么严重，不会阻碍中国高技术产业快速发展步伐。首先，全球高技术产业链是相互依存、分工合作关系，中国在其中处于重要地位。其次，我国高技术产业创新取得重要进展，具备加快做强做大的诸多优势。第三，我国高技术产业正进入快速发展时期","['000063']"
"365","【“中国芯”离了美国不行？人民日报聚焦中兴被制裁三大热点】国家发改委宏观经济研究院常务副院长王昌林表示，美国商务部宣布对中兴通讯采取出口管制措施，将对我国高技术产业发展带来一定影响，但不会阻碍中国高技术产业快速发展步伐。（人民日报）","['000063']"
"368","【“基因医生计划”正式发布，基因科技助力精准医学】4月18日，“基因医生计划”发布会在杭州良渚新城召开。据悉，该计划是由树兰医疗集团管理有限公司、深圳华大基因科技有限公司联合发起。本次发布的“基因医生计划”将以开放性项目平台致力推动包括基因组学、代谢组学、免疫组学、蛋白质组学等在内的跨组学数据的获得与解读纳入临床常规，建立临床标准与指南，发现疾病新知，促进临床转化与应用，实现平台、技术、人才的共同发展，实现医疗模式的创新。（东北新闻网）","['300676']"
"373","【“湖南母亲河”湘江再添重要物流港口】近日，长江主要支流、“湖南母亲河”湘江又增添一个重要物流港口，长沙港铜官港区一期码头开港试运行，设计年吞吐量为60万吨。（新华网）","['603888']"
"398","【一季度内蒙古煤炭价格小幅上涨】记者从内蒙古自治区发改委价格监测中心获悉，一季度，内蒙古煤炭价格延续小幅上涨走势，全区动力煤平均坑口价格为218.56元/吨，环比上涨2.15%，同比上涨8.34%。一季度，煤炭价格先涨后降。1月份，受电厂高日耗、低库存及大范围降雪影响，煤炭价格小幅上涨。2月份，由于春节期间需求降低，电煤日耗下降，价格涨幅回落。3月份，由于产量、进口量双增加，市场供应宽松，价格开始回落。同期，内蒙古电煤平均购进价格为208.84元/吨，环比略降0.14%，同比上涨7.63%。（新华网）","['603888']"
"399","【一季度净利润同比增近四成 $兖州煤业股份(01171)$ 升逾7%】兖州煤业于昨日盘后公布的第一季度财务数据表现亮眼，今日公司股价上扬，截至发稿上涨7.66%，报10.4港元。公司公布，按照中国企业会计准则编制，2018年第一季度，兖矿财务实现营收7327.53万元(人民币，下同)，同比增长41.89%;净利润4877.43万元，同比增长37.8%。","['600188']"
"406","【一季度银行保险机构被罚11.58亿元 市场秩序明显好转】今年一季度，中国银行保险监督管理委员会共罚没银行业、保险业机构合计11.58亿元，处罚责任人员798人次。通过加强监管处罚，各类机构风险和合规意识显著增强，银行业和保险业市场秩序明显好转，违法违规行为和案件的高发势头进一步得到遏制。（上证）","['601988']"
"409","【一季报披露进入密集期 多家公司股东户数环比大降】今世缘、英联股份、天士力截至一季度末的股东户数环比降幅位居前三，分别下降27.34%、25.09%、24.51%。除了上述披露了一季报的公司，另有120家公司披露了4月以后的最新股东户数，同样剔除次新股因素后，视源股份、新北洋、盐湖股份、贝瑞基因、金科文化最新的股东户数较年初下降超20%，降幅分别为27.95%、22.73%、21.49%、20.96%、20.57%。（上证报）","['000710', '603369', '000792', '002846', '300459', '600535', '002841', '002376']"
"410","【一汽夏利净利润同比降幅达1110.64% 逼近资不抵债】被誉为“国民车”的夏利品牌今年宣布暂时性停产。暂时性停产的背后是天津一汽夏利汽车股份有限公司窘迫的经营现状。一汽夏利2017年年报显示，公司实现营业收入14.51亿元，同比下降28.34%，归属上市公司股东的净利润为-16.41亿元，同比降幅达1110.64%，亏损严重。（中国经营报）","['000927']"
"418","【万科：10年180万租房目标客是家庭 不承诺70年后权益】近期，万科全自持的租赁住房项目“北京翡翠书院”公布出租方案，其中90平方米精装三居室月租金1.5万元，按照自持地块单次租期最长十年计算，需一次性付清180万元租金，这在业内引发了不小的争议。（澎湃新闻）","['000002']"
"420","【三利好PK两利空！独家调查：股民争议下周A股反弹还是继续探底？】截止今日(4月21日)下午，东方财富网调查显示，有31.3%的股民认为下周A股有望企稳回升，市场有反弹需求；60.4%的股民表示下周A股形势不容乐观，市场泥石俱下，有二次探底的可能性；还有8.3%的股民表示自己不关心大盘走势。","['300059']"
"424","【三大运营商集中启动5G试点】从三大运营商处证实，国家发改委等有关部门已批准联通、电信、移动在北京等部分城市试点建设5G网络。（北京日报）","['600050']"
"425","【三安光电：化合物半导体产业芯片产品已小批量生产】三安光电(600703)4月20日在投资者互动平台表示，公司布局的化合物半导体产业包含了PA、电力电子、光通讯、滤波器等方面的芯片业务。该业务基本被海外市场垄断，产业化国内几乎是空白。目前，公司子公司三安集成电路生产的产品已获得部分客户认证通过，进入小批量生产阶段，产量在逐月累加。另外，美国制裁中兴事件对公司没有影响。","['600703']"
"426","【三聚环保：2017年净利同比增57% 王亚伟继续坚守】三聚环保晚间披露年报，公司2017年实现营业收入224.78亿元，同比增长28.22%；净利润25.39亿元，同比增长57.02%；每股收益1.43元。（证券时报）","['300072']"
"439","【上市钢企一季度利润环比下降】钢铁行业盈利高点已经过去，各家钢企也将逐步迎来业绩拐点。太钢不锈4月19日晚间发布的一季报显示，一季度14.61亿元的净利润却要明显低于2017年四季度时的24.6亿元。这并非个例。一季度利润规模环比出现下降的情况，同样出现在了鞍钢股份、三钢闽光等多家上市钢企的身上，这与钢铁业的吨钢利润演变趋势保持了一致。（21世纪经济报道）","['002110', '000898', '000825']"
"440","【上期所劳动节休市安排】<br>4月29日（星期日）至5月1日（星期二）休市，5月2日（星期三）起照常开市。另外，4月28日（星期六）为周末休市。","['002291']"
"441","【上海一中院正式受理中毅达索赔案】法院对于虚假陈述索赔案件的受理速度越来越快。中毅达(600610)收到证监会行政处罚决定书刚刚一周，投资者索赔的官司就已经获得了上海市第一中级人民法院的立案。而且，法院已经确定了开庭审理时间，将于今年6月21日首次开庭审理。（金陵晚报）","['600610']"
"446","【上海洗霸年报净利略降3% 拟10派8元】上海洗霸披露年报。2017年，公司实现营业收入30090.53万元，比上年同期增长1.57%，归属于公司股东净利润5750.68万元，比上年同期下降2.97%。年报拟10派8元。","['603200']"
"450","【上海银行年报净利增7% 拟10转4派5元】上海银行披露年报。2017年，实现营业收入331.25亿元，较上年减少12.79亿元，归属于母公司股东的净利润为153.28亿元，较上年增长7.13%。公司年报拟10转4派5元。","['601229']"
"451","【上海银行：去年净利同比增7% 拟10转4派5元】上海银行(601229)4月20日晚间披露年报，2017年实现营收331.25亿元，同比下滑3.72%；净利153.28亿元，同比增长7.13%；每股收益1.96元。公司拟每10股转增4股派送股利5元（含税）。","['601229']"
"460","【下周解禁：四月最后一周解禁市值骤增】据数据统计，4月23日至27日，沪深两市限售股上市数量共计74.2亿股，较本周环比增加8.7%；以周五收盘价计算，市值1247.2亿元，较本周环比大增152.38%。在全年周解禁规模中，4月最后一周的市值排名居前。下周涉及解禁的公司众多，有76家，本周才35家，数量超1亿股的有25家，超2亿股的有8家，其中珍宝岛、际华集团、昆百大A三家公司均将有超5亿股限售股在4月24日到期。（大众证券报）","['000560', '601718', '603567']"
"462","【专家预计2018年动力电池企业毛利率将下滑约10%】日前，在新能源动力电池暨储能产业大会上，当升科技总经理表示，目前在动力电池正极材料应用成本中，镍、钴、锰已经占到正极材料成本的90%。“正常情况下，正极材料的成本在整个电芯中占比在35%左右，但这一数字现在已经上升到50%。”业界专家认为，原材料价格坚挺将影响电池企业毛利率，预计2018年动力电池企业毛利率将由目前的30%左右下降到20%左右。(中证报)","['300073']"
